CORESTICKM159SFRBATL,Inflation Change
3.65186106,
3.673819411,0.0060129207106254245
4.142163975,0.12748165100268705
4.155828095,0.003298787803300396
4.088245437,-0.016262139928576613
4.545569347,0.11186312491443484
4.753076334,0.04565038417837619
4.9466066,0.04071684366094175
4.948246979,0.000331617032169218
5.182592347,0.047359270665862985
5.399387944,0.04183149715132317
5.706347843,0.056850869428840545
5.746196961,0.006983296338810341
5.749956071,0.0006541909415067604
6.125157849,0.06525298165186633
6.505620421,0.06211473751033436
6.780633974,0.04227322456629379
6.375966005,-0.05967996068681458
6.389268621,0.0020863687148846566
6.414746498,0.003987604608806095
6.834758299,0.06547597806568839
6.560106336,-0.04018459043975042
6.437390535,-0.0187063737559513
6.402163808,-0.005472205982916867
6.592370014,0.0297096749949326
7.053805927,0.0699954511078813
6.993096123,-0.008606673422587363
6.817838113,-0.025061576005452557
6.947734731,0.01905246440984243
7.151974844,0.02939664810297149
7.00787567,-0.020148165666562523
7.114872285,0.015268052693634626
7.081263039,-0.004723801728789501
7.057638255,-0.0033362387288662365
7.327620064,0.038253846293231586
7.342681298,0.002055405966528534
7.014858012,-0.044646263768698735
6.329604979,-0.09768594486556526
5.50160847,-0.1308132990521651
5.306250794,-0.03550919282338527
5.060279237,-0.04635505680925056
5.239199701,0.035357824266250226
5.165044197,-0.014153975460382995
4.913620811,-0.04867787697654813
4.672385308,-0.04909526238979456
4.376576593,-0.06331000024623823
3.953153899,-0.09674746574234128
3.677258309,-0.06979125959902333
3.728280469,0.01387505465012473
3.841502967,0.03036855701748431
4.057916253,0.05633557694971847
3.971403024,-0.021319619136063173
3.863863418,-0.027078492248234665
3.488589959,-0.09712389347195094
3.467340855,-0.0060910293986200514
3.366129082,-0.029190026949340697
3.1247262,-0.07171527773277475
3.331141241,0.06605860091037741
3.268535943,-0.018793948821337336
3.147816809,-0.03693370246043515
2.842802671,-0.09689704214296302
2.881142745,0.01348671660932177
2.929374136,0.016740368412395235
3.031703085,0.03493201764241993
3.175423207,0.04740573795339187
3.098743668,-0.024147817157399776
3.013319714,-0.027567286343221364
3.322713188,0.10267528950298432
3.944607922,0.18716473520675114
4.765238145,0.20803847663113828
4.927794502,0.034112955544638446
5.30805948,0.07716737738265356
5.845776926,0.10130207621561915
6.291538116,0.07625354091385317
6.816162733,0.08338574881487681
7.104721156,0.04233443864286923
7.728315605,0.08777184006347216
8.616369341,0.11490909292387785
9.526994824,0.10568552100789064
10.103211029,0.060482472767637185
10.593110106,0.048489443167504254
10.561468061,-0.0029870401311204997
10.985727169,0.04017046735828789
11.496042915,0.046452614210193754
11.624378564,0.011163462936672586
11.784135357,0.01374325449919156
11.573788456,-0.01785000720269636
11.698351766,0.010762535575412624
10.926931315,-0.06594266153305894
10.432971739,-0.045205699730345605
9.76743143,-0.0637920168528886
8.920589927,-0.08670053217870399
8.520421165,-0.04485900206989746
8.109587525,-0.04821752728463857
8.092959791,-0.0020503797448070404
7.685189103,-0.05038585369637849
7.691042386,0.0007616316165486303
7.373666255,-0.04126568481506743
7.334813689,-0.005269097441676918
6.847460223,-0.06644387801300022
6.965887097,0.017295007220665015
6.871017008,-0.013619240116719444
7.088593777,0.031665875480539896
7.352526572,0.037233449017260556
7.092183496,-0.035408654895780045
6.878373933,-0.030147212508050414
6.612229044,-0.03869299511664093
6.196677638,-0.06284588801065139
6.048908185,-0.023846561275647216
6.05231412,0.0005630660766922091
6.102888398,0.008356188558170885
6.580655715,0.0782854422107031
6.741041444,0.02437230208448926
6.920217354,0.026579855870709546
6.881150829,-0.005645274274140966
6.832672177,-0.007045137245893618
6.873489359,0.005973824141219275
6.950144555,0.011152297180707649
6.999499128,0.007101229709602919
7.363992642,0.05207422807468065
7.371987718,0.001085698531853474
7.341035476,-0.004198629078616678
7.433603181,0.012609625073006558
7.413807475,-0.002663002788553026
7.643491412,0.030980564005002043
7.679164103,0.004667067584323448
7.912838518,0.030429668107849306
8.176594615,0.033332677824779555
8.576148162,0.04886551991546906
9.03646557,0.05367414360209133
9.211524761,0.019372528965436953
9.058012586,-0.016665229588259223
9.070516336,0.0013804076646268815
9.571356337,0.055216261395419464
9.675145162,0.010843690418126384
9.918953512,0.025199451369223747
10.082376559,0.016475835560907814
10.269173247,0.018527049342672575
10.50434739,0.0229009811543206
10.93575743,0.041069666108976666
10.98372295,0.0043861177707194
11.257284188,0.02490605774064969
11.926588317,0.05945520409917893
12.734186684,0.06771411450908049
13.469735746,0.05776176211741779
13.599492679,0.009633220387306629
14.331667424,0.05383838664295215
14.755204998,0.029552567853391443
15.115272835,0.02440276750128567
15.774166719,0.0435912663431588
14.133410238,-0.10401541395043756
13.268359535,-0.061206084620268664
13.087752647,-0.013611847608107519
13.084188753,-0.00027230756082619045
12.870601808,-0.016324049509835126
12.685251999,-0.014401021161636107
12.018100571,-0.052592682278018055
11.229271193,-0.0656367762392891
10.319341471,-0.08103194823251081
9.710596634,-0.058990667060560886
9.603160634,-0.01106378980090994
9.212167638,-0.04071503236295859
11.238230349,0.21993333063572718
11.81874206,0.05165508207007474
12.228963711,0.03470941737432254
11.266251913,-0.07872390668180962
10.524035314,-0.06587963812024866
9.855791699,-0.06349689972163486
9.469843405,-0.03915954250932052
9.539828014,0.007390260430605089
8.890430545,-0.06807224072037665
9.081124943,0.021449399670216085
9.052945034,-0.0031031297528532065
8.878235542,-0.01929863611718019
7.889386151,-0.11137904444211699
7.329095724,-0.07101825367351067
5.979568161,-0.18413288812435757
5.978948458,-0.0001036367482258882
5.304532965,-0.11279834535078037
4.248605204,-0.19906140049786636
4.424606951,0.04142577117645496
4.356216055,-0.015456942674771046
4.586331541,0.05282462648652997
4.187719488,-0.08691304792001298
3.285270905,-0.21549881399314963
2.582464401,-0.21392649931254293
2.370321394,-0.0821475048863608
2.293245829,-0.03251692584604837
2.688915363,0.17253690336920258
2.837489986,0.05525448106118014
3.496604743,0.23228795881290543
4.455576949,0.274258109361605
4.47100051,0.0034616304861396774
4.509240951,0.008552994103773859
4.638826514,0.028737777468126335
4.632179596,-0.0014328878176278481
4.693964637,0.013338222260067756
4.773046608,0.016847585594624848
4.88156286,0.02273521733856909
5.017877611,0.027924407594333456
5.122410713,0.020832134640120792
5.086232886,-0.00706265643795112
4.951399759,-0.026509428494934317
5.03485707,0.01685529649435047
4.71440976,-0.0636457610503729
4.860092398,0.030901564653132763
4.95037523,0.018576361230735472
4.742850309,-0.04192104867977853
5.02421107,0.05932313749520879
5.042571195,0.0036543299523441597
4.934458147,-0.02144006377286256
4.931448285,-0.0006099680877483804
4.772256068,-0.03228102735746319
4.87735108,0.022022081485674416
5.134382326,0.05269894288602228
5.015425836,-0.023168607720857826
5.280952944,0.05294208641150355
5.109255446,-0.032512597597574855
5.212476107,0.020202681602230488
5.352667382,0.026895331915619325
5.024657147,-0.06127977167104304
5.026885723,0.00044352797311364434
4.960427947,-0.013220466838131828
4.823456322,-0.02761286454787404
4.947499067,0.0257165685183538
4.881662479,-0.013307044045572924
4.575152807,-0.06278796891807803
4.654910621,0.01743281970341415
4.492110038,-0.03497394391753672
4.45173175,-0.008988713023151296
4.276017854,-0.039470908371781466
4.371203735,0.022260403078288915
4.429512321,0.013339251504826066
4.187984457,-0.05452696515933231
4.178766144,-0.0022011335272728028
4.293051178,0.027348990123339023
4.305931321,0.0030002304808303126
4.356981982,0.011855892998345219
4.329616016,-0.0062809454142929155
4.291749243,-0.008745988757447365
4.373233966,0.018986366254483356
4.375628463,0.0005475346205157106
4.440936865,0.014925490715732348
4.37597416,-0.014628153242165043
4.432652625,0.01295219371222256
4.673118224,0.05424869019597489
4.70086963,0.005938519992384261
4.674256215,-0.005661381211288785
4.721200474,0.010043150576417359
4.607887381,-0.02400090689307155
4.742903047,0.02930099085249327
4.790034691,0.009937298640293912
4.748201473,-0.008733385183744113
4.783533199,0.007441075573753286
4.750414948,-0.0069233868820901545
4.618488017,-0.027771664674376306
4.742747969,0.026904898647049924
4.74510822,0.0004976547384401009
4.893807623,0.03133741025615633
4.854148787,-0.008103881283279435
4.669891213,-0.03795878167011779
4.802933382,0.02848935080749615
4.797568826,-0.001116933251688379
4.829006386,0.006552810629756101
4.905908309,0.01592499923440771
4.91755923,0.0023748754086223567
5.19152475,0.05571168687275785
5.276985365,0.016461563628296316
5.166732439,-0.020893165012596193
5.370697673,0.03947663952180136
5.516605952,0.02716747206485337
5.836270781,0.057945923957847256
5.930360317,0.016121516552369153
5.798506168,-0.022233750050907664
5.683108196,-0.019901327800053492
5.651092078,-0.005633557710996051
5.815290409,0.029056035317356343
5.8623588,0.008093902056405478
5.474284579,-0.06619762355726166
5.276160434,-0.03619178764655884
5.222445891,-0.010180612146260759
4.934653949,-0.0551067350445813
4.713410392,-0.044834665061941115
4.393094508,-0.06795841171472516
4.443594793,0.01149537869218098
4.288991989,-0.034792282195384994
4.34967757,0.01414914766817943
4.346967664,-0.0006230130754265595
4.052308746,-0.06778493441307565
3.861765064,-0.047021017879766314
3.975844252,0.029540685699258162
4.066438773,0.02278623488694942
3.926410529,-0.034435104477595346
3.860188559,-0.016865778428132305
3.769367667,-0.023527579187356484
3.628120085,-0.03747248729185859
3.349237754,-0.07686689648256229
3.6359146,0.08559465378581188
3.629469745,-0.001772554008831695
3.478262556,-0.04166095865885233
3.528455109,0.01443035199094389
3.561853788,0.009465524703661465
3.334428143,-0.06385035954204654
3.404237829,0.020936029509753373
3.532736691,0.03774673464507816
3.569326945,0.010357481239181121
3.422616714,-0.04110305199290165
3.508810757,0.025183667995142045
3.642383692,0.038067865225710706
3.424737275,-0.05975384127653294
3.436277096,0.0033695492744039157
3.548475916,0.0326512725445236
3.375759896,-0.04867329639218554
3.415920384,0.011896725252168228
3.570150943,0.0451505133791783
3.354397547,-0.06043256978336664
3.225532887,-0.038416633149296775
3.194738495,-0.009547071159656029
3.233880147,0.012251911091082812
3.306714086,0.02252215162258464
3.254281644,-0.015856357893774042
3.164264289,-0.027661206019450546
3.128282179,-0.011371398440100378
2.901446577,-0.072511234287858
3.144200833,0.08366662957861526
3.124100115,-0.006392949772493162
3.167481169,0.013885935918542147
3.306684647,0.04394768921197634
3.355294523,0.014700487403327411
3.332283478,-0.006858129693910087
3.386948974,0.016404815604946554
3.23814109,-0.04393567341649596
3.351697522,0.03506840154392399
3.46411606,0.03354077665484523
3.37996065,-0.024293473007945265
3.379829487,-3.880607308259787e-05
3.277075064,-0.0304022505854894
3.259936249,-0.00522991224347491
3.134500987,-0.03847782668709476
3.004778103,-0.04138549789520296
3.047772222,0.014308583704425226
3.051784638,0.0013165078318637669
3.087421545,0.011677399039322411
3.083473301,-0.0012788159771683905
3.063090207,-0.006610433109114244
2.943741816,-0.03896339413291072
2.980390413,0.012449664165792296
3.05642197,0.025510603130503462
2.91241515,-0.047116144764526746
2.802464903,-0.03775225760654344
2.854608076,0.018606182344756972
2.910920374,0.019726805397015212
2.870203143,-0.01398775155915688
2.828445596,-0.014548638169336714
2.752239262,-0.02694283181821544
2.653670773,-0.035813924450874945
2.544804261,-0.04102487509289843
2.618900715,0.02911675964063476
2.548580799,-0.026850928558397213
2.621535622,0.028625666107437553
2.673178027,0.019699295545181794
2.691552555,0.006873664160939041
2.672304266,-0.007151370298990933
2.640497846,-0.011902244966890962
2.611332031,-0.011045574244335277
2.600204475,-0.00426125665671806
2.603335947,0.0012043175950615659
2.633982138,0.01177189253477473
2.594217982,-0.01509659288357712
2.535056337,-0.02280519424755112
2.523581703,-0.004526382247417415
2.437823,-0.033982931045209
2.383116,-0.022440923725799644
2.316234,-0.028064936830603182
2.237507,-0.033989225613647034
2.226592,-0.004878197029104192
2.153318,-0.032908588551472384
2.070264,-0.03857024368904183
2.111144,0.019746273905163703
2.094839,-0.007723300731735994
2.070746,-0.011501122520632734
2.04962,-0.010202120395258585
2.147821,0.04791180804246631
2.167848,0.009324333824839437
2.335519,0.07734444481347391
2.379221,0.018711900866573927
2.483286,0.043739106203249056
2.409239,-0.02981815223860651
2.558647,0.06201460295138839
2.701492,0.05582833427198053
2.71297,0.004248763275997103
2.874818,0.05965712853441052
2.897082,0.007744490259905312
2.919941,0.007890353120829863
2.870145,-0.01705376923711821
2.972089,0.035518762989326325
2.878468,-0.03150006611511302
2.979742,0.035183298893717074
2.961886,-0.005992465119463386
3.091112,0.043629633280956925
3.07401,-0.005532636798666668
3.200619,0.041186918715293785
3.207811,0.002247065333299547
3.251713,0.013685968406492721
3.388746,0.04214178803602886
3.484066,0.028128399118729996
3.601999,0.0338492439580651
3.564921,-0.010293728565721416
3.557463,-0.0020920519697351647
3.527436,-0.008440565650296272
3.46848,-0.01671355624878801
3.465822,-0.0007663299197342432
3.452132,-0.003950000894448746
3.241692,-0.0609594302882972
3.263706,0.006790898086554753
3.146595,-0.03588282768116979
3.026606,-0.03813296595208471
2.937194,-0.029542001833076426
2.824322,-0.03842851374475087
2.792164,-0.011386095494777093
2.778159,-0.005015822852812435
2.69562,-0.029709962604732132
2.619135,-0.02837380639704401
2.450573,-0.06435788915042562
2.338588,-0.04569747565161286
2.261697,-0.03287924166206291
2.228217,-0.014803043909064728
2.155287,-0.032730205361506504
2.174311,0.008826666703784625
2.150681,-0.010867810538602751
2.025956,-0.05799325887939688
1.967767,-0.028721749139665298
1.949813,-0.009124047714998751
2.037157,0.0447960907020315
2.126567,0.04388959711990781
2.247883,0.05704781462328712
2.228612,-0.008572955087075229
2.370793,0.06379800521580248
2.254997,-0.04884272899405384
2.249671,-0.0023618656698877194
2.23192,-0.007890487097891197
2.229333,-0.0011590917237177534
2.293797,0.02891627226618909
2.304188,0.004530043417093843
2.308836,0.0020171965134789804
2.279146,-0.012859293600758104
2.238654,-0.017766303694453978
2.231837,-0.0030451333703197525
2.350311,0.05308362573073211
2.191008,-0.06777954066504388
2.292571,0.04635446333377158
2.256804,-0.015601261640315722
2.326514,0.0308888144473336
2.318218,-0.0035658500228238355
2.424911,0.0460237130416552
2.463042,0.015724700824071736
2.444816,-0.007399792614174006
2.492938,0.019683280868580733
2.575349,0.03305778162152451
2.67529,0.03880677919769315
2.778406,0.03854385879661648
3.029284,0.09029565873382084
3.089187,0.019774639815877126
3.219901,0.04231339831483183
3.207054,-0.003989874222841139
3.285968,0.024606383303804824
3.141252,-0.04404059929981052
3.1159,-0.008070667364477702
3.136734,0.006686350653101858
3.152428,0.005003293234300266
3.099888,-0.01666651863262225
2.957465,-0.04594456315841089
2.774199,-0.06196725912225509
2.621714,-0.05496541524238163
2.525322,-0.036766786918786654
2.459164,-0.026197847244826655
2.475003,0.006440806713175817
2.494632,0.00793089947769765
2.64947,0.062068473426140525
2.712396,0.023750410459450366
2.747695,0.013013955189434157
2.617738,-0.04729673417173308
2.688949,0.027203257163245453
2.725505,0.013594902692464661
2.793043,0.02477999490002758
2.933931,0.05044247439083471
3.010504,0.026099114123679268
3.080765,0.023338617055483013
3.071629,-0.002965497206050993
2.922213,-0.04864389547044912
2.777101,-0.04965825557548342
2.614507,-0.058548104660219424
2.535975,-0.030037020363686162
2.54257,0.0026005776870827724
2.437701,-0.041245275449643404
2.359914,-0.031909984038239414
2.273815,-0.03648395661875814
2.078063,-0.08608967748035778
1.910212,-0.08077281583859597
1.757047,-0.08018219967207829
1.602846,-0.08776145430372662
1.509202,-0.058423579058749286
1.361569,-0.09782189527975704
1.318775,-0.03142991651543181
1.170764,-0.11223370173077296
1.048684,-0.10427379044794682
0.9255024,-0.11746302985456059
0.869413,-0.06060427287924908
0.793302,-0.08754297439766834
0.7780127,-0.019272988092806975
0.7440706,-0.04362666573437679
0.6911158,-0.07116905304416021
0.6638685,-0.039425086215652994
0.6723344,0.012752374905572461
0.8233069,0.22454971811646107
0.8307821,0.0090794817825528
0.9539952,0.1483097673866589
1.117829,0.17173440704942733
1.179972,0.05559258169183301
1.210295,0.025698067411769054
1.256079,0.03782879380646875
1.29395,0.030150173675381975
1.41844,0.09620928165694198
1.651442,0.16426637714672476
1.721515,0.04243140237440968
1.835844,0.06641185235098157
1.835434,-0.0002233305226370108
2.045078,0.11422039691974772
2.113351,0.03338405674502387
2.01608,-0.04602690229876627
2.122799,0.05293391135272407
2.191796,0.0325028417669313
2.188203,-0.001639294897882837
2.238927,0.023180664682389995
2.260479,0.009626039616298376
2.17107,-0.039553121263236846
2.219253,0.022193204272547673
2.206525,-0.005735263171887106
2.195661,-0.004923578930671635
2.107127,-0.04032225375410847
2.065935,-0.01954889287641426
2.143683,0.037633323410465325
2.096923,-0.021812926631409546
1.932255,-0.07852839613090223
1.905048,-0.014080439693518687
1.874046,-0.016273605704423155
1.865294,-0.00467010948503932
1.911745,0.024902776720452602
1.888205,-0.012313357691533189
1.866698,-0.011390182739691945
1.890963,0.012998888947221232
1.872378,-0.009828325567448837
1.821944,-0.026935800356551964
1.789204,-0.017969816854963683
1.821445,0.018019745093348805
2.025724,0.11215216490204205
2.127518,0.05025067580776055
2.142724,0.0071472955810480965
2.098319,-0.020723620960982236
1.959017,-0.06638742726916169
1.95017,-0.004516040442732239
2.001463,0.02630180958583117
1.999147,-0.0011571535421840418
1.961226,-0.01896859010367924
1.976365,0.007719151184004236
1.972517,-0.0019470087762127886
1.989606,0.008663550174725865
2.05371,0.03221944445282143
2.056561,0.0013882193688494748
2.103732,0.02293683484224407
2.130475,0.012712170561649527
2.169207,0.018179983337049288
2.268536,0.04579046628560568
2.335492,0.02951507051243607
2.394625,0.025319290325122035
2.437497,0.017903429555776063
2.460879,0.009592627190925684
2.538253,0.03144161090407138
2.526214,-0.004743026010409546
2.53143,0.002064749858879722
2.565678,0.013529112003887178
2.563629,-0.0007986193123220575
2.569655,0.0023505741275355874
2.716347,0.05708626255275506
2.624799,-0.03370261605015856
2.502268,-0.0466820507017871
2.518564,0.006512491867378012
2.585286,0.02649208040772444
2.651739,0.025704312791698936
2.664566,0.004837203058068784
2.436586,-0.08555989981107615
2.235672,-0.08245717573687117
2.139634,-0.042957106409169166
2.122109,-0.008190653167784778
2.131777,0.004555845152157678
2.075047,-0.026611601494903048
2.091354,0.007858617178309713
2.177581,0.04123022692475797
2.099803,-0.035717615096751865
2.117186,0.008278395639971903
2.157823,0.019193873377209236
2.123101,-0.016091217861705975
2.366925,0.11484333529116131
2.491592,0.05267044794406228
2.543212,0.02071767769361932
2.551897,0.0034149728768186893
2.518753,-0.012987985016636672
2.432443,-0.03426695670436908
2.462881,0.012513345636465
2.415236,-0.01934523024051904
2.476418,0.025331686013292165
2.456173,-0.00817511421738959
2.375054,-0.033026582410929595
2.375943,0.0003743072789081925
2.356946,-0.00799556218309938
2.392773,0.01520060281398039
2.360903,-0.013319274331497377
2.392597,0.013424524429847429
2.475923,0.034826592192500394
2.630398,0.062390874029604415
2.622934,-0.002837593398413496
2.747596,0.047527692271326805
2.772021,0.00888958929915451
2.752609,-0.007002832951121252
2.790484,0.01375967309559778
2.800101,0.0034463555426227366
2.606553,-0.06912179239248883
2.179323,-0.1639061242951898
2.01414,-0.07579555669352378
1.993544,-0.01022570427080538
2.281283,0.14433541471871214
2.213149,-0.029866526862296405
1.980283,-0.10521930516201128
1.747303,-0.11764985105664194
1.697582,-0.028455854536963643
1.600671,-0.05708766940271515
1.400569,-0.1250113233762591
1.405123,0.003251535625877766
1.592366,0.13325737319793363
2.209393,0.38749068995444524
2.562825,0.15996791879036465
2.558145,-0.0018261098592373681
2.323597,-0.0916867495783078
2.332419,0.003796699685874927
2.610662,0.11929374610651022
3.007604,0.15204649242222867
3.184384,0.0587776848281889
3.456458,0.08544007255406383
3.965498,0.14727214969775426
4.280304,0.07938624606543732
4.534344,0.05935092460722413
4.703935,0.037401441090486376
4.950974,0.052517519906206234
5.39633,0.08995320920691552
5.59073,0.03602448330624708
5.951312,0.06449640744589713
6.348017,0.06665841078404222
6.312946,-0.005524717403875834
6.422543,0.01736067439829192
6.538167,0.01800283781673384
6.487554,-0.007741160481217313
6.525,0.005771975077201619
6.390946,-0.020544674329502022
6.264224,-0.019828363437901064
5.975255,-0.04613005537477588
5.586684,-0.06503002800717284
5.405751,-0.032386474695901835
5.172225,-0.043199548036896296
4.95977,-0.04107613261217369
4.882928,-0.015493057137730193
4.688293,-0.03986030512839833
4.554396,-0.02855986176631886
4.603922367,0.0108744094716402
4.403102398,-0.043619321307291736
4.509212494,0.02409893897725346
